"peak","gene.name"
"637","chr1_11353139_11353205","UBIAD1"
"638","chr1_11670538_11672126","RP1-69M21.2"
"639","chr1_11672916_11673653","RP1-69M21.2"
"640","chr1_11711085_11711536","FBXO2"
"641","chr1_11718558_11720566","FBXO44"
"642","chr1_11725198_11726195","FBXO6"
"643","chr1_11729055_11732754","FBXO6"
"644","chr1_11735151_11741441","MAD2L2"
"645","chr1_11748552_11749780","MAD2L2"
"646","chr1_11761917_11762478","DRAXIN"
"647","chr1_11772357_11772804","DRAXIN"
"648","chr1_11784368_11785804","DRAXIN"
"649","chr1_11802491_11808379","AGTRAP"
"650","chr1_11812920_11813451","AGTRAP"
"651","chr1_11814475_11815695","AGTRAP"
"652","chr1_11837375_11837393","C1orf167"
"653","chr1_11838094_11839110","C1orf167"
"654","chr1_11841247_11844078","C1orf167"
"655","chr1_11851067_11851753","MTHFR"
"656","chr1_11859204_11859681","MTHFR"
"657","chr1_11883062_11883072","CLCN6"
"658","chr1_11893549_11894378","CLCN6"
"659","chr1_11898460_11899215","CLCN6"
"660","chr1_11905300_11911482","NPPA-AS1"
"661","chr1_11967065_11967515","RNU5E-1"
"662","chr1_11979466_11982436","KIAA2013"
"663","chr1_11985098_11986587","KIAA2013"
"664","chr1_12001565_12001968","PLOD1"
"665","chr1_12018535_12020952","PLOD1"
"666","chr1_12021792_12022365","PLOD1"
"667","chr1_12029943_12030367","PLOD1"
"668","chr1_12031224_12031641","PLOD1"
"669","chr1_12039836_12041112","MFN2"
"670","chr1_12046853_12048106","MFN2"
"671","chr1_12051932_12052487","MFN2"
"672","chr1_12063019_12064625","MFN2"
"673","chr1_12065961_12066058","MFN2"
"674","chr1_12068163_12068971","MFN2"
"675","chr1_12079035_12079939","RP5-1077B9.5"
"676","chr1_12087369_12089349","MIIP"
"677","chr1_12121155_12121725","TNFRSF8"
"678","chr1_12124528_12128380","TNFRSF8"
"679","chr1_12131715_12134932","TNFRSF8"
"680","chr1_12135683_12135735","TNFRSF8"
"681","chr1_12138592_12138611","TNFRSF8"
"682","chr1_12139589_12154193","TNFRSF8"
"683","chr1_12155066_12155674","TNFRSF8"
"684","chr1_12157166_12186991","TNFRSF8"
"685","chr1_12188029_12189359","TNFRSF8"
"686","chr1_12191246_12192913","TNFRSF8"
"687","chr1_12194281_12195296","TNFRSF8"
"688","chr1_12196269_12198653","TNFRSF8"
"689","chr1_12199243_12199812","TNFRSF8"
"690","chr1_12201029_12205602","TNFRSF8"
"691","chr1_12229482_12231458","TNFRSF1B"
"692","chr1_12314383_12314477","VPS13D"
"693","chr1_12344119_12346243","VPS13D"
"694","chr1_12376191_12377338","VPS13D"
"695","chr1_12381028_12381729","VPS13D"
"696","chr1_12384854_12385400","VPS13D"
"697","chr1_12386080_12386597","VPS13D"
"698","chr1_12407406_12407811","VPS13D"
"699","chr1_12408670_12408846","VPS13D"
"700","chr1_12416042_12416584","VPS13D"
"701","chr1_12417360_12417808","VPS13D"
"702","chr1_12433664_12434786","VPS13D"
"703","chr1_12435377_12436588","VPS13D"
"704","chr1_12438262_12439200","VPS13D"
"705","chr1_12448743_12450814","VPS13D"
"706","chr1_12453188_12453945","VPS13D"
"707","chr1_12456589_12456777","VPS13D"
"708","chr1_12458569_12458845","VPS13D"
"709","chr1_12472186_12474096","VPS13D"
"710","chr1_12475118_12476316","VPS13D"
"711","chr1_12477905_12479341","VPS13D"
"712","chr1_12480004_12481546","VPS13D"
"713","chr1_12496243_12496760","VPS13D"
"714","chr1_12510036_12511848","VPS13D"
"715","chr1_12630929_12631648","DHRS3"
"716","chr1_12658928_12659438","DHRS3"
"717","chr1_13642518_13643374","PRAMEF15"
"718","chr1_13667618_13668282","PRAMEF14"
"719","chr1_13674435_13674600","PRAMEF14"
"720","chr1_13699362_13703909","PRAMEF19"
"721","chr1_13737485_13737887","PRAMEF20"
"722","chr1_13811192_13811621","LRRC38"
"723","chr1_13813588_13814022","LRRC38"
"724","chr1_14923829_14924790","KAZN"
"725","chr1_14969066_14969433","KAZN"
"726","chr1_15016486_15016787","KAZN"
"727","chr1_15065639_15066635","KAZN"
"728","chr1_15080311_15080700","KAZN"
"729","chr1_15083635_15083947","KAZN"
"730","chr1_15089587_15090767","KAZN"
"731","chr1_15100430_15100624","KAZN"
"732","chr1_15128466_15128935","KAZN"
"733","chr1_15136445_15136583","KAZN"
"734","chr1_15137746_15138275","KAZN"
"735","chr1_15141971_15143321","KAZN"
"736","chr1_15146823_15147387","KAZN"
"737","chr1_15152312_15155007","KAZN"
"738","chr1_15156338_15156756","KAZN"
"739","chr1_15168422_15168882","KAZN"
"740","chr1_15177714_15178034","KAZN"
"741","chr1_15218610_15218811","KAZN"
"742","chr1_15224120_15225362","KAZN"
"743","chr1_15231388_15232310","KAZN"
"744","chr1_15245849_15247832","KAZN"
"745","chr1_15248892_15249611","KAZN"
"746","chr1_15252868_15253307","KAZN"
"747","chr1_15258010_15259420","KAZN"
"748","chr1_15260607_15262100","KAZN"
"749","chr1_15272458_15272934","KAZN"
"750","chr1_15275901_15276402","KAZN"
"751","chr1_15296984_15297421","KAZN"
"752","chr1_15304728_15305078","KAZN"
"753","chr1_15323292_15324150","KAZN"
"754","chr1_15329019_15329457","KAZN"
"755","chr1_15340299_15340868","KAZN"
"756","chr1_15341942_15342588","KAZN"
"757","chr1_15343759_15344047","KAZN"
"758","chr1_15344804_15347647","KAZN"
"759","chr1_15352375_15353062","KAZN"
"760","chr1_15362728_15363124","KAZN"
"761","chr1_15364812_15364955","KAZN"
"762","chr1_15384117_15385000","KAZN"
"763","chr1_15386001_15386951","KAZN"
"764","chr1_15405280_15405798","KAZN"
"765","chr1_15407068_15414877","KAZN"
"766","chr1_15415631_15418153","KAZN"
"767","chr1_15418932_15422138","KAZN"
"768","chr1_15423023_15423302","KAZN"
"769","chr1_15424379_15424806","KAZN"
"770","chr1_15426531_15427745","KAZN"
"771","chr1_15428260_15435512","KAZN"
"772","chr1_15464781_15466050","TMEM51-AS1"
"773","chr1_15501398_15501838","TMEM51"
"774","chr1_15514878_15515763","TMEM51"
"775","chr1_15520048_15520231","TMEM51"
"776","chr1_15521191_15527948","TMEM51"
"777","chr1_15571707_15572322","FHAD1"
"778","chr1_15577631_15580064","FHAD1"
"779","chr1_15584186_15585538","FHAD1"
"780","chr1_15594881_15595521","FHAD1"
"781","chr1_15601819_15601822","FHAD1"
"782","chr1_15602759_15604641","FHAD1"
"783","chr1_15616340_15619346","FHAD1"
"784","chr1_15620133_15620534","FHAD1"
"785","chr1_15626347_15626585","FHAD1"
"786","chr1_15674458_15675153","FHAD1"
"787","chr1_15678529_15678969","FHAD1"
"788","chr1_15680615_15681131","FHAD1"
"789","chr1_15681776_15686622","FHAD1"
"790","chr1_15696475_15698247","FHAD1"
"791","chr1_15734994_15736925","RP3-467K16.4"
"792","chr1_15737973_15738213","EFHD2"
"793","chr1_15739251_15739395","EFHD2"
"794","chr1_15739990_15740006","EFHD2"
"795","chr1_15741134_15741965","EFHD2"
"796","chr1_15756420_15756752","EFHD2"
"797","chr1_15788543_15789101","CELA2A"
"798","chr1_15791939_15792470","CELA2A"
"799","chr1_15803387_15803751","CELA2B"
"800","chr1_15815311_15815992","CELA2B"
"801","chr1_15825451_15826199","CASP9"
"802","chr1_15828938_15831068","CASP9"
"803","chr1_15832973_15838850","CASP9"
"804","chr1_15839881_15840284","CASP9"
"805","chr1_15841844_15841997","CASP9"
"806","chr1_15843379_15844788","CASP9"
"807","chr1_15846364_15850523","CASP9"
"808","chr1_15851914_15852471","CASP9"
"809","chr1_15853051_15853734","CASP9"
"810","chr1_15857230_15857318","DNAJC16"
"811","chr1_15858236_15858713","DNAJC16"
"812","chr1_15860324_15860529","DNAJC16"
"813","chr1_15866901_15867353","DNAJC16"
"814","chr1_15882587_15883809","DNAJC16"
"815","chr1_15885211_15887265","DNAJC16"
"816","chr1_15893135_15893606","DNAJC16"
"817","chr1_15915547_15917127","DNAJC16"
"818","chr1_15919325_15919733","RP4-680D5.2"
"819","chr1_15934474_15934582","RNU7-179P"
"820","chr1_15935191_15936374","RNU7-179P"
"821","chr1_15940953_15944777","RP4-680D5.4"
"822","chr1_15945512_15946301","DDI2"
"823","chr1_15947517_15952009","DDI2"
"824","chr1_15952547_15954202","DDI2"
"825","chr1_15956130_15956276","DDI2"
"826","chr1_15958807_15958860","DDI2"
"827","chr1_15963352_15966859","DDI2"
"828","chr1_15974448_15977113","DDI2"
"829","chr1_15985965_15986296","DDI2"
"830","chr1_15994493_15994945","DDI2"
"831","chr1_16008949_16009445","PLEKHM2"
"832","chr1_16012473_16013798","PLEKHM2"
"833","chr1_16026625_16027173","PLEKHM2"
"834","chr1_16032769_16033268","PLEKHM2"
"835","chr1_16048376_16049160","PLEKHM2"
"836","chr1_16055618_16056679","PLEKHM2"
"837","chr1_16070250_16070552","RP11-169K16.4"
"838","chr1_16073056_16074125","RP11-169K16.4"
"839","chr1_16082272_16082758","FBLIM1"
"840","chr1_16090074_16090411","FBLIM1"
"841","chr1_16153729_16158649","RP11-169K16.8"
"842","chr1_16160549_16162990","RP11-169K16.9"
"843","chr1_16164376_16164539","RP11-169K16.9"
"844","chr1_16165493_16165983","RP11-169K16.9"
"845","chr1_16167193_16169323","RP11-169K16.9"
"846","chr1_16172027_16172124","RP11-169K16.9"
"847","chr1_16172852_16173961","RP11-169K16.9"
"848","chr1_16175894_16176112","RP11-169K16.9"
"849","chr1_16187526_16188310","SPEN"
"850","chr1_16204793_16209117","SPEN"
"851","chr1_16215776_16219412","SPEN"
"852","chr1_16220114_16220410","SPEN"
"853","chr1_16226530_16228742","SPEN"
"854","chr1_16235889_16238523","SPEN"
"855","chr1_16242267_16245406","SPEN"
"856","chr1_16248810_16250206","SPEN"
"857","chr1_16293407_16294186","ZBTB17"
"858","chr1_16296662_16297010","ZBTB17"
"859","chr1_16303158_16303310","ZBTB17"
"860","chr1_16318616_16318941","TBC1D3P6"
"861","chr1_16342739_16343111","HSPB7"
"862","chr1_16349089_16349220","CLCNKA"
"863","chr1_16350531_16353794","CLCNKA"
"864","chr1_16362591_16368894","RP11-5P18.10"
"865","chr1_16369636_16370260","CLCNKB"
"866","chr1_16371404_16372439","CLCNKB"
"867","chr1_16374355_16374421","CLCNKB"
"868","chr1_16375255_16375528","CLCNKB"
"869","chr1_16376724_16377140","CLCNKB"
"870","chr1_16378506_16378514","CLCNKB"
"871","chr1_16381977_16381997","CLCNKB"
"872","chr1_16385932_16387920","FAM131C"
"873","chr1_16391291_16391934","FAM131C"
"874","chr1_16397671_16398031","FAM131C"
"875","chr1_16400777_16400845","FAM131C"
"876","chr1_16484178_16484390","EPHA2"
"877","chr1_16534294_16535710","ARHGEF19"
"878","chr1_16540300_16540951","ARHGEF19"
"879","chr1_16611902_16614902","FBXO42"
"880","chr1_16616593_16617453","FBXO42"
"881","chr1_16619963_16622632","FBXO42"
"882","chr1_16623941_16626747","FBXO42"
"883","chr1_16628544_16632099","FBXO42"
"884","chr1_16633025_16633360","FBXO42"
"885","chr1_16636863_16637188","FBXO42"
"886","chr1_16638324_16638612","FBXO42"
"887","chr1_16640893_16641294","FBXO42"
"888","chr1_16642587_16646760","FBXO42"
"889","chr1_16647570_16648184","FBXO42"
"890","chr1_16676698_16678594","FBXO42"
"891","chr1_16707807_16707811","SZRD1"
"892","chr1_16727185_16728589","SPATA21"
"893","chr1_16872636_16873831","AL355149.1"
"894","chr1_16888715_16890102","NBPF1"
"895","chr1_16895059_16897705","NBPF1"
"896","chr1_16901017_16901713","NBPF1"
"897","chr1_16903079_16906471","NBPF1"
"898","chr1_16909960_16910212","NBPF1"
"899","chr1_16912071_16915876","NBPF1"
"900","chr1_16921473_16922450","NBPF1"
"901","chr1_16951434_16952173","CROCCP2"
"902","chr1_16960502_16961444","CROCCP2"
"903","chr1_16971420_16971699","CROCCP2"
"904","chr1_17009551_17012578","EIF1AXP1"
"905","chr1_17013746_17014411","EIF1AXP1"
"906","chr1_17023124_17023642","ESPNP"
"907","chr1_17045057_17046525","ESPNP"
"908","chr1_17059399_17061938","FAM231C"
"909","chr1_17065610_17067685","CROCC"
"910","chr1_17075398_17075848","CROCC"
"911","chr1_17097924_17099075","CROCC"
"912","chr1_17118558_17120521","CROCC"
"913","chr1_17123303_17123728","CROCC"
"914","chr1_17125663_17126387","CROCC"
"915","chr1_17128199_17129014","CROCC"
"916","chr1_17141126_17142355","CROCC"
"917","chr1_17156228_17156433","CROCC"
"918","chr1_17161239_17161722","CROCC"
"919","chr1_17176586_17177035","CROCC"
"920","chr1_17181655_17182147","CROCC"
"921","chr1_17191415_17191930","CROCC"
"922","chr1_17201595_17202070","CROCC"
"923","chr1_17206808_17208598","CROCC"
"924","chr1_17212400_17213549","CROCC"
"925","chr1_17233779_17234077","CROCC"
"926","chr1_17236930_17237499","CROCC"
"927","chr1_17239351_17239807","CROCC"
"928","chr1_17250640_17250867","CROCC"
"929","chr1_17274199_17274600","CROCC"
"930","chr1_17276548_17277064","CROCC"
"931","chr1_17281601_17282746","CROCC"
"932","chr1_17287145_17287879","CROCC"
"933","chr1_17303641_17304903","MFAP2"
"934","chr1_17307771_17309051","MFAP2"
"935","chr1_17309988_17311701","RP1-37C10.3"
"936","chr1_17312214_17312642","RP1-37C10.3"
"937","chr1_17336059_17336468","ATP13A2"
"938","chr1_17355848_17356480","SDHB"
"939","chr1_17365019_17365888","SDHB"
"940","chr1_17381217_17381551","SDHB"
"941","chr1_17392997_17393815","PADI2"
"942","chr1_17398101_17398936","PADI2"
"943","chr1_17405924_17406626","PADI2"
"944","chr1_17419584_17420309","PADI2"
"945","chr1_17431209_17432756","PADI2"
"946","chr1_17436124_17440968","PADI2"
"947","chr1_17441646_17442008","PADI2"
"948","chr1_17516203_17516422","RP11-380J14.1"
"949","chr1_17536082_17536968","PADI1"
"950","chr1_17539272_17540382","PADI1"
"951","chr1_17540925_17541384","PADI1"
"952","chr1_17545401_17545717","PADI1"
"953","chr1_17561611_17561761","PADI1"
"954","chr1_17565523_17565738","PADI1"
"955","chr1_17569534_17570237","PADI1"
"956","chr1_17580574_17581765","PADI3"
"957","chr1_17586233_17586576","PADI3"
"958","chr1_17603217_17603855","PADI3"
"959","chr1_17606813_17607278","PADI3"
"960","chr1_17634916_17636703","PADI4"
"961","chr1_17639918_17640915","PADI4"
"962","chr1_17653749_17654145","PADI4"
"963","chr1_17658752_17659289","PADI4"
"964","chr1_17661597_17661899","PADI4"
"965","chr1_17673732_17674033","PADI4"
"966","chr1_17674689_17675248","PADI4"
"967","chr1_17958856_17958920","ARHGEF10L"
"968","chr1_18069925_18070275","RP11-473A10.2"
"969","chr1_18643414_18643892","IGSF21"
"970","chr1_18645132_18645539","IGSF21"
"971","chr1_18651582_18652113","IGSF21"
"972","chr1_18653390_18653622","IGSF21"
"973","chr1_18921910_18925602","RP1-8B22.2"
"974","chr1_18946772_18958610","PAX7"
"975","chr1_18959328_18959724","PAX7"
"976","chr1_18972368_18973448","PAX7"
"977","chr1_19010880_19011586","PAX7"
"978","chr1_19045309_19045414","PAX7"
"979","chr1_19067555_19067853","PAX7"
"980","chr1_19070650_19071313","PAX7"
"981","chr1_19072720_19072886","PAX7"
"982","chr1_19073867_19075681","PAX7"
"983","chr1_19179550_19180504","TAS1R2"
"984","chr1_19202429_19203054","RP13-279N23.2"
"985","chr1_19204378_19205087","RP13-279N23.2"
"986","chr1_19206106_19206170","RP13-279N23.2"
"987","chr1_19206954_19211694","RP13-279N23.2"
"988","chr1_19241000_19241860","RP13-279N23.2"
"989","chr1_19250929_19252656","IFFO2"
"990","chr1_19405896_19406634","UBR4"
"991","chr1_19411560_19412030","UBR4"
"992","chr1_19430558_19430864","UBR4"
"993","chr1_19434930_19435758","UBR4"
"994","chr1_19436458_19437450","UBR4"
"995","chr1_19438962_19440295","UBR4"
"996","chr1_19445713_19446164","UBR4"
"997","chr1_19447554_19449587","UBR4"
"998","chr1_19452172_19452368","UBR4"
"999","chr1_19453675_19455931","UBR4"
"1000","chr1_19457704_19461612","UBR4"
"1001","chr1_19462717_19464203","UBR4"
"1002","chr1_19464711_19466738","UBR4"
"1003","chr1_19467780_19470352","UBR4"
"1004","chr1_19471246_19472704","UBR4"
"1005","chr1_19476278_19480056","UBR4"
"1006","chr1_19481875_19481974","UBR4"
"1007","chr1_19483193_19488696","UBR4"
"1008","chr1_19502262_19502701","UBR4"
"1009","chr1_19504829_19506552","UBR4"
"1010","chr1_19507485_19508072","UBR4"
"1011","chr1_19508597_19509574","UBR4"
"1012","chr1_19510543_19511782","UBR4"
"1013","chr1_19516695_19517507","UBR4"
"1014","chr1_19533589_19534077","UBR4"
"1015","chr1_19557556_19558321","RP1-43E13.2"
"1016","chr1_19559040_19559228","RP1-43E13.2"
"1017","chr1_19579674_19580362","EMC1"
"1018","chr1_19580881_19581292","MRTO4"
"1019","chr1_19582042_19583041","MRTO4"
"1020","chr1_19595122_19601426","AKR7L"
"1021","chr1_19643412_19646764","PQLC2"
"1022","chr1_19647565_19648103","PQLC2"
"1023","chr1_19651017_19651686","PQLC2"
"1024","chr1_19653445_19654255","PQLC2"
"1025","chr1_19664097_19666281","CAPZB"
"1026","chr1_19687687_19689053","CAPZB"
"1027","chr1_19704459_19704943","CAPZB"
"1028","chr1_19715480_19716042","CAPZB"
"1029","chr1_19790547_19790724","CAPZB"
"1030","chr1_19793643_19794028","CAPZB"
"1031","chr1_19794811_19795190","CAPZB"
"1032","chr1_19798876_19801236","CAPZB"
"1033","chr1_19811280_19811574","CAPZB"
"1034","chr1_19917960_19918424","RP5-1056L3.1"
"1035","chr1_20058489_20058892","TMCO4"
"1036","chr1_20059820_20060354","TMCO4"
"1037","chr1_20078146_20078745","TMCO4"
"1038","chr1_20080837_20081436","TMCO4"
"1039","chr1_20100859_20101326","TMCO4"
"1040","chr1_20119418_20119800","TMCO4"
"1041","chr1_20123668_20124126","TMCO4"
"1042","chr1_20212615_20213349","OTUD3"
"1043","chr1_20248868_20249444","PLA2G2E"
"1044","chr1_20376947_20377243","PLA2G5"
"1045","chr1_20404440_20404806","PLA2G5"
"1046","chr1_20405864_20406297","PLA2G5"
"1047","chr1_20440773_20441144","PLA2G2D"
"1048","chr1_20484056_20487349","RP3-340N1.2"
"1049","chr1_20493546_20494637","PLA2G2C"
"1050","chr1_20522276_20522731","UBXN10"
"1051","chr1_20632835_20634990","VWA5B1"
"1052","chr1_20640045_20640695","VWA5B1"
"1053","chr1_20660320_20662868","VWA5B1"
"1054","chr1_20666749_20667201","VWA5B1"
"1055","chr1_20678489_20679104","VWA5B1"
"1056","chr1_20696176_20697446","LINC01141"
"1057","chr1_20711499_20711963","LINC01141"
"1058","chr1_20715001_20715552","LINC01141"
"1059","chr1_20717087_20718662","LINC01141"
"1060","chr1_20727419_20727476","LINC01141"
"1061","chr1_20727991_20728251","LINC01141"
"1062","chr1_20728758_20733890","LINC01141"
"1063","chr1_20851550_20852917","RPS4XP4"
"1064","chr1_20928094_20928573","CDA"
"1065","chr1_20932250_20933185","CDA"
"1066","chr1_20964459_20965349","PINK1"
"1067","chr1_20992619_20992896","KIF17"
"1068","chr1_20998730_20999233","KIF17"
"1069","chr1_21022133_21023180","KIF17"
"1070","chr1_21051153_21051855","SH2D5"
"1071","chr1_21077174_21077477","HP1BP3"
"1072","chr1_21090554_21091560","HP1BP3"
"1073","chr1_21099039_21101080","HP1BP3"
"1074","chr1_21114698_21114798","HP1BP3"
"1075","chr1_21150013_21151052","EIF4G3"
"1076","chr1_21157334_21157377","EIF4G3"
"1077","chr1_21165613_21166170","EIF4G3"
"1078","chr1_21174313_21177986","EIF4G3"
"1079","chr1_21183175_21184943","EIF4G3"
"1080","chr1_21195100_21195613","EIF4G3"
"1081","chr1_21216810_21218368","EIF4G3"
"1082","chr1_21231931_21232566","EIF4G3"
"1083","chr1_21253902_21254462","EIF4G3"
"1084","chr1_21255105_21255850","EIF4G3"
"1085","chr1_21258233_21258719","EIF4G3"
"1086","chr1_21261323_21263119","EIF4G3"
"1087","chr1_21269946_21270818","EIF4G3"
"1088","chr1_21278846_21281623","EIF4G3"
"1089","chr1_21284645_21285486","EIF4G3"
"1090","chr1_21287896_21301043","EIF4G3"
"1091","chr1_21301963_21303420","EIF4G3"
"1092","chr1_21306994_21309086","EIF4G3"
"1093","chr1_21310579_21310582","EIF4G3"
"1094","chr1_21312537_21313534","EIF4G3"
"1095","chr1_21317028_21318008","EIF4G3"
"1096","chr1_21319507_21319800","EIF4G3"
"1097","chr1_21322123_21327572","EIF4G3"
"1098","chr1_21329164_21330299","EIF4G3"
"1099","chr1_21331747_21336399","EIF4G3"
"1100","chr1_21337217_21346963","EIF4G3"
"1101","chr1_21364801_21365523","EIF4G3"
"1102","chr1_21368345_21369092","EIF4G3"
"1103","chr1_21384680_21384871","EIF4G3"
"1104","chr1_21397674_21398495","EIF4G3"
"1105","chr1_21436831_21437274","EIF4G3"
"1106","chr1_21439545_21441168","EIF4G3"
"1107","chr1_21453955_21454366","EIF4G3"
"1108","chr1_21607786_21608161","ECE1"
"1109","chr1_21622290_21622884","ECE1"
"1110","chr1_21651334_21652730","ECE1"
"1111","chr1_21659027_21659827","ECE1"
"1112","chr1_21664113_21664345","ECE1"
"1113","chr1_21668328_21670225","ECE1"
"1114","chr1_21673422_21673629","ECE1"
"1115","chr1_21743504_21743789","RP11-293F5.1"
"1116","chr1_21761047_21762501","CROCCP5"
"1117","chr1_21764460_21765138","NBPF3"
"1118","chr1_21767889_21769030","NBPF3"
"1119","chr1_21771594_21772097","NBPF3"
"1120","chr1_21773476_21774064","NBPF3"
"1121","chr1_21779676_21780692","NBPF3"
"1122","chr1_21781398_21784452","NBPF3"
"1123","chr1_21788140_21788599","NBPF3"
"1124","chr1_21791317_21792121","NBPF3"
"1125","chr1_21798767_21799045","NBPF3"
"1126","chr1_21852216_21853307","ALPL"
"1127","chr1_21857330_21857764","ALPL"
"1128","chr1_21865596_21866603","ALPL"
"1129","chr1_21913713_21914121","RP11-63N8.3"
"1130","chr1_21936070_21938083","RAP1GAP"
"1131","chr1_21939719_21940242","RAP1GAP"
"1132","chr1_21956693_21957766","RAP1GAP"
"1133","chr1_21963765_21964430","RAP1GAP"
"1134","chr1_22005169_22005600","USP48"
"1135","chr1_22018572_22020053","USP48"
"1136","chr1_22022618_22027879","USP48"
"1137","chr1_22030512_22032316","USP48"
"1138","chr1_22037395_22043688","USP48"
"1139","chr1_22044946_22045608","USP48"
"1140","chr1_22048039_22050019","USP48"
"1141","chr1_22051504_22063258","USP48"
"1142","chr1_22063936_22065117","USP48"
"1143","chr1_22065773_22070860","USP48"
"1144","chr1_22071630_22076719","USP48"
"1145","chr1_22077861_22077962","USP48"
"1146","chr1_22088332_22088518","USP48"
"1147","chr1_22089127_22090458","USP48"
"1148","chr1_22092258_22092885","USP48"
"1149","chr1_22104621_22106055","USP48"
"1150","chr1_22142020_22143720","LDLRAD2"
"1151","chr1_22398757_22399356","CDC42"
"1152","chr1_22416530_22417005","CDC42"
"1153","chr1_22451033_22453143","WNT4"
"1154","chr1_22831949_22832506","ZBTB40"
"1155","chr1_22846648_22846650","ZBTB40"
"1156","chr1_22964252_22964351","C1QA"
"1157","chr1_23098650_23099207","EPHB2"
"1158","chr1_23100149_23100792","EPHB2"
